352123,352124,352126,352207,352208,352305,352327,352329,352330,352332,352416,352418,352420,352701,353501,353515,353524,453803,351202,351319,351414,351419,351502,351518,351520
2.193548387,4.535483871,0.864516129,16.19032258,1.006451613,2.058064516,1.541935484,2.122580645,0.8,2.032258065,0.893548387,1.9,2.458064516,1.05483871,21.40967742,3.019354839,3.822580645,1.64516129,0.877419355,4.293548387,2.761290323,0.967741935,0.851612903,0.816129032,4.106451613
2.953571429,3.646428571,0.914285714,14.49642857,0.935714286,2.675,1.603571429,2.307142857,0.8,2.567857143,0.907142857,2.271428571,2.653571429,1.114285714,22.56071429,3.914285714,3.910714286,2.082142857,0.846428571,4.071428571,2.721428571,0.878571429,0.846428571,0.914285714,4.028571429
5.87,4.286666667,1.683333333,14.73,1.796666667,2.9,2.373333333,3.896666667,0.8,2.476666667,1.526666667,3.486666667,2.93,1.783333333,22.51333333,4.726666667,4.67,2.19,1.493333333,5.436666667,3.813333333,1.716666667,1.566666667,1.613333333,6.286666667
20.93666667,12.09,9.266666667,20.94666667,9.726666667,10.94666667,10.02,16.98333333,0.9,3.306666667,11.61666667,16.8,10.20666667,5.296666667,25.22666667,10.32666667,7.663333333,5.46,12.35666667,17.32333333,7.546666667,13.56666667,7.873333333,8.07,15.17666667
32.44666667,25.23333333,22.83333333,23.94666667,20.86,22.18333333,20.43666667,25.39,5.833333333,12.43,22.52333333,30.81,24.21,17.16666667,26.8,22.66333333,13.85666667,22.97666667,20.92666667,26.87,15.48666667,22.53,15.83666667,18.77666667,23.97666667
34.93,30.20333333,30.18666667,27.88,37.67,29.25666667,27.28666667,31.53333333,22.10666667,24.86333333,28.74666667,38.82666667,33.62666667,25.51,29.16333333,30.60666667,22.37333333,32.32666667,29.11333333,31.47,28.85666667,29.55666667,28.23,29.29,27.55333333
51.76774194,45.91290323,41.67741935,44.39354839,54.23870968,46.30645161,43.63225806,47.31290323,39.90322581,43.07096774,47.5516129,57.59354839,51.59032258,41.42258065,46.02258065,46.11612903,38.28064516,49.61290323,46.88387097,45.62903226,47.55806452,48.91612903,41.07096774,47.22903226,44.66774194
55.39032258,49.84516129,48.89354839,49.93548387,57.04516129,50.4483871,46.72580645,53.60645161,44.08387097,46.12258065,50.88064516,61.5516129,56.60645161,44.1,49.73548387,48.47741935,45.31935484,53.3516129,52.69354839,49.22580645,50.30967742,54.33870968,44.99032258,51.69354839,46.48387097
47.59333333,42.80333333,44.72,39.75,51.96333333,41.7,39,48.09,37.02333333,40.44333333,41.90333333,53.02333333,49.15333333,40.54666667,42.81666667,42.85,38.53666667,47.11666667,45.44666667,44.08666667,44.67,47.20333333,43.31,45.78,39.09
32.44193548,25.26129032,29.07741935,22.45483871,33.7483871,26.19677419,24.72580645,32.95806452,18.36774194,23.65806452,26.15483871,34.38709677,31.13870968,25.07419355,28.57741935,27.47096774,22.69677419,30.54193548,28.42903226,29.19032258,27.24516129,30.64193548,27.22580645,28.55483871,24.67741935
16.26333333,9.523333333,10.55333333,15.21333333,12.89333333,8.64,11.1,9.946666667,5.036666667,7.86,12.82,14.41666667,12.67333333,10.64,21.45666667,12.49333333,10.22666667,11.16666667,12.67,13.96666667,11.77666667,15.29333333,9.81,11.48666667,14.52666667
4.774193548,5.083870968,3.577419355,15.26333333,5.951612903,1.487096774,4.222580645,1.761290323,3.432258065,3.893548387,4.267741935,3.958064516,2.083870968,3.874193548,20.24516129,4.393548387,4.790322581,3.64516129,4.864516129,5.232258065,4.316129032,5.703225806,4.032258065,4.522580645,5.716129032
